ID операции;Дата;ID магазина;Артикул;Количество упаковок, шт.;Тип операции;Цена руб./шт.
1783;07.06.2021;M3;64;180;Поступление;350
1784;07.06.2021;M3;64;16;Продажа;350
1785;07.06.2021;M4;2;180;Поступление;75
1786;07.06.2021;M4;2;56;Продажа;75
1787;07.06.2021;M4;11;170;Поступление;190
1788;07.06.2021;M4;11;65;Продажа;190
1789;07.06.2021;M4;12;180;Поступление;85
1790;07.06.2021;M4;12;75;Продажа;85
1791;07.06.2021;M4;31;180;Поступление;240
1792;07.06.2021;M4;31;12;Продажа;240
1793;07.06.2021;M4;32;170;Поступление;350
1794;07.06.2021;M4;32;11;Продажа;350
1795;07.06.2021;M4;36;180;Поступление;120
1796;07.06.2021;M4;36;18;Продажа;120
1797;07.06.2021;M4;49;180;Поступление;200
1798;07.06.2021;M4;49;55;Продажа;200
1799;07.06.2021;M4;50;180;Поступление;195
1800;07.06.2021;M4;50;52;Продажа;195
1801;07.06.2021;M4;51;180;Поступление;350
1802;07.06.2021;M4;51;43;Продажа;350
1803;07.06.2021;M4;52;170;Поступление;180
1804;07.06.2021;M4;52;61;Продажа;180
1805;07.06.2021;M4;53;180;Поступление;190
1806;07.06.2021;M4;53;67;Продажа;190
1807;07.06.2021;M4;54;180;Поступление;230
1808;07.06.2021;M4;54;34;Продажа;230
1809;07.06.2021;M4;55;170;Поступление;160
1810;07.06.2021;M4;55;72;Продажа;160
1811;07.06.2021;M4;56;180;Поступление;180
1812;07.06.2021;M4;56;48;Продажа;180
1813;07.06.2021;M4;57;180;Поступление;400
1814;07.06.2021;M4;57;24;Продажа;400
1815;07.06.2021;M4;58;180;Поступление;470
1816;07.06.2021;M4;58;31;Продажа;470
1817;07.06.2021;M4;59;180;Поступление;500
1818;07.06.2021;M4;59;32;Продажа;500
1819;07.06.2021;M4;60;170;Поступление;400
1820;07.06.2021;M4;60;43;Продажа;400
1821;07.06.2021;M4;61;180;Поступление;220
1822;07.06.2021;M4;61;31;Продажа;220
1823;07.06.2021;M4;62;180;Поступление;170
1824;07.06.2021;M4;62;22;Продажа;170
1825;07.06.2021;M4;63;170;Поступление;150
1826;07.06.2021;M4;63;37;Продажа;150
1827;07.06.2021;M4;64;180;Поступление;350
1828;07.06.2021;M4;64;26;Продажа;350
1829;07.06.2021;M5;2;180;Поступление;75
1830;07.06.2021;M5;2;97;Продажа;75
1831;07.06.2021;M5;11;180;Поступление;190
1832;07.06.2021;M5;11;104;Продажа;190
1833;07.06.2021;M5;12;180;Поступление;85
1834;07.06.2021;M5;12;121;Продажа;85
1835;07.06.2021;M5;31;170;Поступление;240
1836;07.06.2021;M5;31;19;Продажа;240
1837;07.06.2021;M5;32;180;Поступление;350
1838;07.06.2021;M5;32;21;Продажа;350
1839;07.06.2021;M5;36;180;Поступление;120
1840;07.06.2021;M5;36;28;Продажа;120
1841;07.06.2021;M5;49;170;Поступление;200
1842;07.06.2021;M5;49;57;Продажа;200
1843;07.06.2021;M5;50;180;Поступление;195
1844;07.06.2021;M5;50;55;Продажа;195
1845;07.06.2021;M5;51;180;Поступление;350
1846;07.06.2021;M5;51;53;Продажа;350
1847;07.06.2021;M5;52;180;Поступление;180
1848;07.06.2021;M5;52;64;Продажа;180
1849;07.06.2021;M5;53;180;Поступление;190
1850;07.06.2021;M5;53;62;Продажа;190
1851;07.06.2021;M5;54;170;Поступление;230
1852;07.06.2021;M5;54;37;Продажа;230
1853;07.06.2021;M5;55;180;Поступление;160
1854;07.06.2021;M5;55;74;Продажа;160
1855;07.06.2021;M5;56;180;Поступление;180
1856;07.06.2021;M5;56;42;Продажа;180
1857;07.06.2021;M5;57;170;Поступление;400
1858;07.06.2021;M5;57;33;Продажа;400
1859;07.06.2021;M5;58;180;Поступление;470
1860;07.06.2021;M5;58;44;Продажа;470
1861;07.06.2021;M5;59;180;Поступление;500
1862;07.06.2021;M5;59;49;Продажа;500
1863;07.06.2021;M5;60;180;Поступление;400
1864;07.06.2021;M5;60;41;Продажа;400
1865;07.06.2021;M5;61;180;Поступление;220
1866;07.06.2021;M5;61;37;Продажа;220
1867;07.06.2021;M5;62;170;Поступление;170
1868;07.06.2021;M5;62;25;Продажа;170
1869;07.06.2021;M5;63;180;Поступление;150
1870;07.06.2021;M5;63;34;Продажа;150
1871;07.06.2021;M5;64;180;Поступление;350
1872;07.06.2021;M5;64;21;Продажа;350
1873;07.06.2021;M6;2;170;Поступление;75
1874;07.06.2021;M6;2;97;Продажа;75
1875;07.06.2021;M6;11;180;Поступление;190
1876;07.06.2021;M6;11;104;Продажа;190
1877;07.06.2021;M6;12;180;Поступление;85
1878;07.06.2021;M6;12;112;Продажа;85
1879;07.06.2021;M6;31;180;Поступление;240
1880;07.06.2021;M6;31;14;Продажа;240
1881;07.06.2021;M6;32;180;Поступление;350
1882;07.06.2021;M6;32;19;Продажа;350
1883;07.06.2021;M6;36;170;Поступление;120
1884;07.06.2021;M6;36;14;Продажа;120
1885;07.06.2021;M6;49;180;Поступление;200
1886;07.06.2021;M6;49;50;Продажа;200
1887;07.06.2021;M6;50;180;Поступление;195
1888;07.06.2021;M6;50;50;Продажа;195
1889;07.06.2021;M6;51;170;Поступление;350
1890;07.06.2021;M6;51;50;Продажа;350
1891;07.06.2021;M6;52;180;Поступление;180
1892;07.06.2021;M6;52;60;Продажа;180
1893;07.06.2021;M6;53;180;Поступление;190
1894;07.06.2021;M6;53;60;Продажа;190
1895;07.06.2021;M6;54;180;Поступление;230
1896;07.06.2021;M6;54;30;Продажа;230
1897;07.06.2021;M6;55;180;Поступление;160
1898;07.06.2021;M6;55;70;Продажа;160
1899;07.06.2021;M6;56;170;Поступление;180
1900;07.06.2021;M6;56;40;Продажа;180
1901;07.06.2021;M6;57;180;Поступление;400
1902;07.06.2021;M6;57;30;Продажа;400
1903;07.06.2021;M6;58;180;Поступление;470
1904;07.06.2021;M6;58;40;Продажа;470
1905;07.06.2021;M6;59;170;Поступление;500
1906;07.06.2021;M6;59;40;Продажа;500
1907;07.06.2021;M6;60;180;Поступление;400
1908;07.06.2021;M6;60;40;Продажа;400
1909;07.06.2021;M6;61;180;Поступление;220
1910;07.06.2021;M6;61;30;Продажа;220
1911;07.06.2021;M6;62;180;Поступление;170
1912;07.06.2021;M6;62;40;Продажа;170
1913;07.06.2021;M6;63;180;Поступление;150
1914;07.06.2021;M6;63;30;Продажа;150
1915;07.06.2021;M6;64;170;Поступление;350
1916;07.06.2021;M6;64;20;Продажа;350
1917;07.06.2021;M7;2;180;Поступление;75
1918;07.06.2021;M7;2;75;Продажа;75
1919;07.06.2021;M7;11;180;Поступление;190
1920;07.06.2021;M7;11;54;Продажа;190
1921;07.06.2021;M7;12;170;Поступление;85
1922;07.06.2021;M7;12;63;Продажа;85
1923;07.06.2021;M7;31;180;Поступление;240
1924;07.06.2021;M7;31;3;Продажа;240
1925;07.06.2021;M7;32;180;Поступление;350
1926;07.06.2021;M7;32;5;Продажа;350
1927;07.06.2021;M7;36;180;Поступление;120
1928;07.06.2021;M7;36;10;Продажа;120
1929;07.06.2021;M7;49;180;Поступление;200
1930;07.06.2021;M7;49;48;Продажа;200
1931;07.06.2021;M7;50;170;Поступление;195
1932;07.06.2021;M7;50;47;Продажа;195
1933;07.06.2021;M7;51;180;Поступление;350
1934;07.06.2021;M7;51;39;Продажа;350
1935;07.06.2021;M7;52;180;Поступление;180
1936;07.06.2021;M7;52;57;Продажа;180
1937;07.06.2021;M7;53;170;Поступление;190
1938;07.06.2021;M7;53;55;Продажа;190
1939;07.06.2021;M7;54;180;Поступление;230
1940;07.06.2021;M7;54;28;Продажа;230
1941;07.06.2021;M7;55;180;Поступление;160
1942;07.06.2021;M7;55;64;Продажа;160
1943;07.06.2021;M7;56;180;Поступление;180
1944;07.06.2021;M7;56;37;Продажа;180
1945;07.06.2021;M7;57;180;Поступление;400
1946;07.06.2021;M7;57;18;Продажа;400
1947;07.06.2021;M7;58;170;Поступление;470
1948;07.06.2021;M7;58;29;Продажа;470
1949;07.06.2021;M7;59;180;Поступление;500
1950;07.06.2021;M7;59;27;Продажа;500
1951;07.06.2021;M7;60;180;Поступление;400
1952;07.06.2021;M7;60;35;Продажа;400
1953;07.06.2021;M7;61;170;Поступление;220
1954;07.06.2021;M7;61;29;Продажа;220
1955;07.06.2021;M7;62;180;Поступление;170
1956;07.06.2021;M7;62;18;Продажа;170
1957;07.06.2021;M7;63;180;Поступление;150
1958;07.06.2021;M7;63;23;Продажа;150
1959;07.06.2021;M7;64;180;Поступление;350
1960;07.06.2021;M7;64;25;Продажа;350
1961;07.06.2021;M8;2;180;Поступление;75
1962;07.06.2021;M8;2;65;Продажа;75
1963;07.06.2021;M8;11;170;Поступление;190
1964;07.06.2021;M8;11;56;Продажа;190
1965;07.06.2021;M8;12;180;Поступление;85
1966;07.06.2021;M8;12;71;Продажа;85
1967;07.06.2021;M8;31;180;Поступление;240
1968;07.06.2021;M8;31;14;Продажа;240
1969;07.06.2021;M8;32;170;Поступление;350
1970;07.06.2021;M8;32;8;Продажа;350
1971;07.06.2021;M8;36;180;Поступление;120
1972;07.06.2021;M8;36;12;Продажа;120
1973;07.06.2021;M8;49;180;Поступление;200
1974;07.06.2021;M8;49;55;Продажа;200
1975;07.06.2021;M8;50;180;Поступление;195
1976;07.06.2021;M8;50;52;Продажа;195
1977;07.06.2021;M8;51;180;Поступление;350
1978;07.06.2021;M8;51;43;Продажа;350
1979;07.06.2021;M8;52;170;Поступление;180
1980;07.06.2021;M8;52;61;Продажа;180
1981;07.06.2021;M8;53;180;Поступление;190
1982;07.06.2021;M8;53;67;Продажа;190
1983;07.06.2021;M8;54;180;Поступление;230
1984;07.06.2021;M8;54;34;Продажа;230
1985;07.06.2021;M8;55;170;Поступление;160
1986;07.06.2021;M8;55;72;Продажа;160
1987;07.06.2021;M8;56;180;Поступление;180
1988;07.06.2021;M8;56;48;Продажа;180
1989;07.06.2021;M8;57;180;Поступление;400
1990;07.06.2021;M8;57;24;Продажа;400
1991;07.06.2021;M8;58;180;Поступление;470
1992;07.06.2021;M8;58;31;Продажа;470
1993;07.06.2021;M8;59;180;Поступление;500
1994;07.06.2021;M8;59;32;Продажа;500
1995;07.06.2021;M8;60;170;Поступление;400
1996;07.06.2021;M8;60;43;Продажа;400
1997;07.06.2021;M8;61;180;Поступление;220
1998;07.06.2021;M8;61;31;Продажа;220
1999;07.06.2021;M8;62;180;Поступление;170
2000;07.06.2021;M8;62;22;Продажа;170
2001;07.06.2021;M8;63;170;Поступление;150
2002;07.06.2021;M8;63;37;Продажа;150
2003;07.06.2021;M8;64;180;Поступление;350
2004;07.06.2021;M8;64;26;Продажа;350
2005;07.06.2021;M9;2;180;Поступление;75
2006;07.06.2021;M9;2;28;Продажа;75
2007;07.06.2021;M9;11;180;Поступление;190
2008;07.06.2021;M9;11;15;Продажа;190
2009;07.06.2021;M9;12;180;Поступление;85
2010;07.06.2021;M9;12;31;Продажа;85
2011;07.06.2021;M9;31;170;Поступление;240
2012;07.06.2021;M9;31;2;Продажа;240
2013;07.06.2021;M9;32;180;Поступление;350
2014;07.06.2021;M9;32;1;Продажа;350
2015;07.06.2021;M9;36;180;Поступление;120
2016;07.06.2021;M9;36;7;Продажа;120
2017;07.06.2021;M9;49;170;Поступление;200
2018;07.06.2021;M9;49;37;Продажа;200
2019;07.06.2021;M9;50;180;Поступление;195
2020;07.06.2021;M9;50;35;Продажа;195
2021;07.06.2021;M9;51;180;Поступление;350
2022;07.06.2021;M9;51;28;Продажа;350
2023;07.06.2021;M9;52;180;Поступление;180
2024;07.06.2021;M9;52;58;Продажа;180
2025;07.06.2021;M9;53;180;Поступление;190
2026;07.06.2021;M9;53;59;Продажа;190
2027;07.06.2021;M9;54;170;Поступление;230
2028;07.06.2021;M9;54;22;Продажа;230
2029;07.06.2021;M9;55;180;Поступление;160
2030;07.06.2021;M9;55;65;Продажа;160
2031;07.06.2021;M9;56;180;Поступление;180
2032;07.06.2021;M9;56;37;Продажа;180
2033;07.06.2021;M9;57;170;Поступление;400
2034;07.06.2021;M9;57;28;Продажа;400
2035;07.06.2021;M9;58;180;Поступление;470
2036;07.06.2021;M9;58;13;Продажа;470
2037;07.06.2021;M9;59;180;Поступление;500
2038;07.06.2021;M9;59;18;Продажа;500
2039;07.06.2021;M9;60;180;Поступление;400
2040;07.06.2021;M9;60;16;Продажа;400
2041;07.06.2021;M9;61;180;Поступление;220
2042;07.06.2021;M9;61;25;Продажа;220
2043;07.06.2021;M9;62;170;Поступление;170
2044;07.06.2021;M9;62;15;Продажа;170
2045;07.06.2021;M9;63;180;Поступление;150
2046;07.06.2021;M9;63;27;Продажа;150
2047;07.06.2021;M9;64;180;Поступление;350
2048;07.06.2021;M9;64;14;Продажа;350
2049;08.06.2021;M1;4;170;Поступление;75
2050;08.06.2021;M1;4;36;Продажа;75
2051;08.06.2021;M1;5;180;Поступление;70
2052;08.06.2021;M1;5;36;Продажа;70
2053;08.06.2021;M1;6;180;Поступление;50
2054;08.06.2021;M1;6;36;Продажа;50
2055;08.06.2021;M1;9;180;Поступление;55
2056;08.06.2021;M1;9;30;Продажа;55
2057;08.06.2021;M1;10;180;Поступление;70
2058;08.06.2021;M1;10;30;Продажа;70
2059;08.06.2021;M1;13;170;Поступление;60
2060;08.06.2021;M1;13;24;Продажа;60
2061;08.06.2021;M1;15;180;Поступление;70
2062;08.06.2021;M1;15;80;Продажа;70
2063;08.06.2021;M10;4;180;Поступление;75
2064;08.06.2021;M10;4;36;Продажа;75
2065;08.06.2021;M10;5;170;Поступление;70
2066;08.06.2021;M10;5;36;Продажа;70
2067;08.06.2021;M10;6;180;Поступление;50
2068;08.06.2021;M10;6;36;Продажа;50
2069;08.06.2021;M10;9;180;Поступление;55
2070;08.06.2021;M10;9;30;Продажа;55
2071;08.06.2021;M10;10;180;Поступление;70
2072;08.06.2021;M10;10;30;Продажа;70
2073;08.06.2021;M10;13;180;Поступление;60
2074;08.06.2021;M10;13;24;Продажа;60
2075;08.06.2021;M10;15;170;Поступление;70
2076;08.06.2021;M10;15;70;Продажа;70
2077;08.06.2021;M11;4;180;Поступление;75
2078;08.06.2021;M11;4;24;Продажа;75
2079;08.06.2021;M11;5;180;Поступление;70
2080;08.06.2021;M11;5;12;Продажа;70
2081;08.06.2021;M11;6;170;Поступление;50
2082;08.06.2021;M11;6;15;Продажа;50
2083;08.06.2021;M11;9;180;Поступление;55
2084;08.06.2021;M11;9;18;Продажа;55
2085;08.06.2021;M11;10;180;Поступление;70
2086;08.06.2021;M11;10;18;Продажа;70
2087;08.06.2021;M11;13;180;Поступление;60
2088;08.06.2021;M11;13;16;Продажа;60
2089;08.06.2021;M11;15;180;Поступление;70
2090;08.06.2021;M11;15;36;Продажа;70
2091;08.06.2021;M12;4;170;Поступление;75
2092;08.06.2021;M12;4;36;Продажа;75
2093;08.06.2021;M12;5;180;Поступление;70
2094;08.06.2021;M12;5;24;Продажа;70
2095;08.06.2021;M12;6;180;Поступление;50
2096;08.06.2021;M12;6;18;Продажа;50
2097;08.06.2021;M12;9;170;Поступление;55
2098;08.06.2021;M12;9;30;Продажа;55
2099;08.06.2021;M12;10;180;Поступление;70
2100;08.06.2021;M12;10;18;Продажа;70
2101;08.06.2021;M12;13;180;Поступление;60
2102;08.06.2021;M12;13;20;Продажа;60
2103;08.06.2021;M12;15;180;Поступление;70
2104;08.06.2021;M12;15;36;Продажа;70
2105;08.06.2021;M13;4;180;Поступление;75
2106;08.06.2021;M13;4;36;Продажа;75
2107;08.06.2021;M13;5;170;Поступление;70
2108;08.06.2021;M13;5;24;Продажа;70
2109;08.06.2021;M13;6;180;Поступление;50
2110;08.06.2021;M13;6;18;Продажа;50
2111;08.06.2021;M13;9;180;Поступление;55
2112;08.06.2021;M13;9;30;Продажа;55
2113;08.06.2021;M13;10;170;Поступление;70
2114;08.06.2021;M13;10;18;Продажа;70
2115;08.06.2021;M13;13;180;Поступление;60
2116;08.06.2021;M13;13;20;Продажа;60
2117;08.06.2021;M13;15;180;Поступление;70
2118;08.06.2021;M13;15;72;Продажа;70
2119;08.06.2021;M14;4;180;Поступление;75
2120;08.06.2021;M14;4;24;Продажа;75
2121;08.06.2021;M14;5;180;Поступление;70
2122;08.06.2021;M14;5;12;Продажа;70
2123;08.06.2021;M14;6;170;Поступление;50
2124;08.06.2021;M14;6;15;Продажа;50
2125;08.06.2021;M14;9;180;Поступление;55
2126;08.06.2021;M14;9;18;Продажа;55
2127;08.06.2021;M14;10;180;Поступление;70
2128;08.06.2021;M14;10;18;Продажа;70
2129;08.06.2021;M14;13;170;Поступление;60
2130;08.06.2021;M14;13;16;Продажа;60
2131;08.06.2021;M14;15;180;Поступление;70
2132;08.06.2021;M14;15;0;Продажа;70
2133;08.06.2021;M15;4;180;Поступление;75
2134;08.06.2021;M15;4;36;Продажа;75
2135;08.06.2021;M15;5;180;Поступление;70
2136;08.06.2021;M15;5;36;Продажа;70
2137;08.06.2021;M15;6;180;Поступление;50
2138;08.06.2021;M15;6;36;Продажа;50
2139;08.06.2021;M15;9;170;Поступление;55
2140;08.06.2021;M15;9;30;Продажа;55
2141;08.06.2021;M15;10;180;Поступление;70
2142;08.06.2021;M15;10;30;Продажа;70
2143;08.06.2021;M15;13;180;Поступление;60
2144;08.06.2021;M15;13;24;Продажа;60
2145;08.06.2021;M15;15;170;Поступление;70
2146;08.06.2021;M15;15;90;Продажа;70
2147;08.06.2021;M16;4;180;Поступление;75
2148;08.06.2021;M16;4;36;Продажа;75
2149;08.06.2021;M16;5;180;Поступление;70
2150;08.06.2021;M16;5;24;Продажа;70
2151;08.06.2021;M16;6;180;Поступление;50
2152;08.06.2021;M16;6;18;Продажа;50
2153;08.06.2021;M16;9;180;Поступление;55
2154;08.06.2021;M16;9;30;Продажа;55
2155;08.06.2021;M16;10;170;Поступление;70
2156;08.06.2021;M16;10;18;Продажа;70
2157;08.06.2021;M16;13;180;Поступление;60
2158;08.06.2021;M16;13;20;Продажа;60
2159;08.06.2021;M16;15;180;Поступление;70
2160;08.06.2021;M16;15;40;Продажа;70
2161;08.06.2021;M2;4;170;Поступление;75
2162;08.06.2021;M2;4;36;Продажа;75
2163;08.06.2021;M2;5;180;Поступление;70
2164;08.06.2021;M2;5;24;Продажа;70
2165;08.06.2021;M2;6;180;Поступление;50
2166;08.06.2021;M2;6;18;Продажа;50
2167;08.06.2021;M2;9;180;Поступление;55
2168;08.06.2021;M2;9;30;Продажа;55
2169;08.06.2021;M2;10;180;Поступление;70
2170;08.06.2021;M2;10;18;Продажа;70
2171;08.06.2021;M2;13;170;Поступление;60
2172;08.06.2021;M2;13;20;Продажа;60
2173;08.06.2021;M2;15;180;Поступление;70
2174;08.06.2021;M2;15;0;Продажа;70
2175;08.06.2021;M3;4;180;Поступление;75
2176;08.06.2021;M3;4;24;Продажа;75
2177;08.06.2021;M3;5;170;Поступление;70
2178;08.06.2021;M3;5;12;Продажа;70
2179;08.06.2021;M3;6;180;Поступление;50
2180;08.06.2021;M3;6;15;Продажа;50
2181;08.06.2021;M3;9;180;Поступление;55
2182;08.06.2021;M3;9;18;Продажа;55
2183;08.06.2021;M3;10;180;Поступление;70
2184;08.06.2021;M3;10;18;Продажа;70
2185;08.06.2021;M3;13;180;Поступление;60
2186;08.06.2021;M3;13;16;Продажа;60
2187;08.06.2021;M3;15;170;Поступление;70
2188;08.06.2021;M3;15;24;Продажа;70
2189;08.06.2021;M4;4;180;Поступление;75
2190;08.06.2021;M4;4;36;Продажа;75
2191;08.06.2021;M4;5;180;Поступление;70
2192;08.06.2021;M4;5;24;Продажа;70
2193;08.06.2021;M4;6;170;Поступление;50
2194;08.06.2021;M4;6;18;Продажа;50
2195;08.06.2021;M4;9;180;Поступление;55
2196;08.06.2021;M4;9;30;Продажа;55
2197;08.06.2021;M4;10;180;Поступление;70
2198;08.06.2021;M4;10;18;Продажа;70
2199;08.06.2021;M4;13;180;Поступление;60
2200;08.06.2021;M4;13;20;Продажа;60
2201;08.06.2021;M4;15;180;Поступление;70
2202;08.06.2021;M4;15;20;Продажа;70
2203;08.06.2021;M5;4;170;Поступление;75
2204;08.06.2021;M5;4;36;Продажа;75
2205;08.06.2021;M5;5;180;Поступление;70
2206;08.06.2021;M5;5;36;Продажа;70
2207;08.06.2021;M5;6;180;Поступление;50
2208;08.06.2021;M5;6;36;Продажа;50
2209;08.06.2021;M5;9;170;Поступление;55
2210;08.06.2021;M5;9;30;Продажа;55
2211;08.06.2021;M5;10;180;Поступление;70
2212;08.06.2021;M5;10;30;Продажа;70
2213;08.06.2021;M5;13;180;Поступление;60
2214;08.06.2021;M5;13;24;Продажа;60
2215;08.06.2021;M5;15;180;Поступление;70
2216;08.06.2021;M5;15;20;Продажа;70
2217;08.06.2021;M6;4;180;Поступление;75
2218;08.06.2021;M6;4;36;Продажа;75
2219;08.06.2021;M6;5;170;Поступление;70
2220;08.06.2021;M6;5;36;Продажа;70
2221;08.06.2021;M6;6;180;Поступление;50
2222;08.06.2021;M6;6;36;Продажа;50
2223;08.06.2021;M6;9;180;Поступление;55
2224;08.06.2021;M6;9;30;Продажа;55
2225;08.06.2021;M6;10;170;Поступление;70
2226;08.06.2021;M6;10;30;Продажа;70
2227;08.06.2021;M6;13;180;Поступление;60
2228;08.06.2021;M6;13;24;Продажа;60
2229;08.06.2021;M6;15;180;Поступление;70
2230;08.06.2021;M6;15;0;Продажа;70
2231;08.06.2021;M7;4;180;Поступление;75
2232;08.06.2021;M7;4;36;Продажа;75
2233;08.06.2021;M7;5;180;Поступление;70
2234;08.06.2021;M7;5;24;Продажа;70
2235;08.06.2021;M7;6;170;Поступление;50
2236;08.06.2021;M7;6;18;Продажа;50
2237;08.06.2021;M7;9;180;Поступление;55
2238;08.06.2021;M7;9;30;Продажа;55
2239;08.06.2021;M7;10;180;Поступление;70
2240;08.06.2021;M7;10;18;Продажа;70
2241;08.06.2021;M7;13;170;Поступление;60
2242;08.06.2021;M7;13;20;Продажа;60
2243;08.06.2021;M7;15;180;Поступление;70
2244;08.06.2021;M7;15;60;Продажа;70
2245;08.06.2021;M8;4;180;Поступление;75
2246;08.06.2021;M8;4;36;Продажа;75
2247;08.06.2021;M8;5;180;Поступление;70
2248;08.06.2021;M8;5;24;Продажа;70
2249;08.06.2021;M8;6;180;Поступление;50
2250;08.06.2021;M8;6;18;Продажа;50
2251;08.06.2021;M8;9;170;Поступление;55
2252;08.06.2021;M8;9;30;Продажа;55
2253;08.06.2021;M8;10;180;Поступление;70
2254;08.06.2021;M8;10;18;Продажа;70
2255;08.06.2021;M8;13;180;Поступление;60
2256;08.06.2021;M8;13;20;Продажа;60
2257;08.06.2021;M8;15;170;Поступление;70
2258;08.06.2021;M8;15;10;Продажа;70
2259;08.06.2021;M9;4;180;Поступление;75
2260;08.06.2021;M9;4;24;Продажа;75
2261;08.06.2021;M9;5;180;Поступление;70
2262;08.06.2021;M9;5;12;Продажа;70
2263;08.06.2021;M9;6;180;Поступление;50
2264;08.06.2021;M9;6;15;Продажа;50
2265;08.06.2021;M9;9;180;Поступление;55
2266;08.06.2021;M9;9;18;Продажа;55
2267;08.06.2021;M9;10;170;Поступление;70
2268;08.06.2021;M9;10;18;Продажа;70
2269;08.06.2021;M9;13;180;Поступление;60
2270;08.06.2021;M9;13;16;Продажа;60
2271;08.06.2021;M9;15;180;Поступление;70
2272;08.06.2021;M9;15;12;Продажа;70
